date,channel,campaign_type,impressions,clicks,ctr,conversions,conversion_rate,cost_per_click,spend,revenue,roas
2025-02-08,Email,Brand_Awareness,6104,1130,0.1851,14,0.0124,1.973,2229.49,8115.34,3.64
2025-02-08,Email,Lead_Gen,6234,1162,0.1864,38,0.0327,1.8,2091.6,8010.83,3.83
2025-02-08,Email,Retargeting,6278,1065,0.1696,57,0.0535,1.812,1929.78,6792.83,3.52
2025-02-08,Email,Product_Launch,6334,1098,0.1734,35,0.0319,2.049,2249.8,8121.78,3.61
2025-02-08,Email,Seasonal_Promo,6402,1110,0.1734,47,0.0423,2.027,2249.97,8189.89,3.64
2025-02-08,Email,Loyalty_Program,6340,1110,0.1751,79,0.0712,1.565,1737.15,6479.57,3.73
2025-02-08,SEO_Organic,Brand_Awareness,10328,457,0.0442,5,0.0109,1.966,898.46,3207.5,3.57
2025-02-08,SEO_Organic,Lead_Gen,10871,446,0.041,17,0.0381,1.832,817.07,3039.5,3.72
2025-02-08,SEO_Organic,Retargeting,10228,469,0.0459,25,0.0533,1.745,818.41,3011.75,3.68
2025-02-08,SEO_Organic,Product_Launch,10195,448,0.0439,12,0.0268,1.785,799.68,2958.82,3.7
2025-02-08,SEO_Organic,Seasonal_Promo,10490,466,0.0444,21,0.0451,1.66,773.56,2962.73,3.83
2025-02-08,SEO_Organic,Loyalty_Program,10360,477,0.046,31,0.065,1.854,884.36,3307.51,3.74
2025-02-08,Affiliate,Brand_Awareness,5252,152,0.0289,1,0.0066,1.947,295.94,1112.73,3.76
2025-02-08,Affiliate,Lead_Gen,5314,149,0.028,5,0.0336,1.956,291.44,1221.13,4.19
2025-02-08,Affiliate,Retargeting,5556,147,0.0265,8,0.0544,1.93,283.71,1018.52,3.59
2025-02-08,Affiliate,Product_Launch,5204,150,0.0288,4,0.0267,1.729,259.35,951.81,3.67
2025-02-08,Affiliate,Seasonal_Promo,5440,149,0.0274,6,0.0403,1.731,257.92,1054.89,4.09
2025-02-08,Affiliate,Loyalty_Program,5147,140,0.0272,9,0.0643,1.773,248.22,913.45,3.68
2025-02-08,TikTok_Ads,Brand_Awareness,23272,885,0.038,10,0.0113,1.869,1654.07,6235.84,3.77
2025-02-08,TikTok_Ads,Lead_Gen,23939,881,0.0368,29,0.0329,1.705,1502.11,5662.95,3.77
2025-02-08,TikTok_Ads,Retargeting,22690,854,0.0376,49,0.0574,1.711,1461.19,5727.86,3.92
2025-02-08,TikTok_Ads,Product_Launch,23441,879,0.0375,23,0.0262,1.966,1728.11,6428.57,3.72
2025-02-08,TikTok_Ads,Seasonal_Promo,22970,896,0.039,33,0.0368,1.68,1505.28,5328.69,3.54
2025-02-08,TikTok_Ads,Loyalty_Program,23661,887,0.0375,61,0.0688,1.741,1544.27,5899.11,3.82
2025-02-08,YouTube_Ads,Brand_Awareness,16243,347,0.0214,4,0.0115,1.876,650.97,2402.08,3.69
2025-02-08,YouTube_Ads,Lead_Gen,16376,361,0.022,12,0.0332,1.802,650.52,2302.84,3.54
2025-02-08,YouTube_Ads,Retargeting,16460,352,0.0214,18,0.0511,1.861,655.07,2515.47,3.84
2025-02-08,YouTube_Ads,Product_Launch,16372,352,0.0215,9,0.0256,1.919,675.49,2330.44,3.45
2025-02-08,YouTube_Ads,Seasonal_Promo,16570,335,0.0202,13,0.0388,1.775,594.62,2426.05,4.08
2025-02-08,YouTube_Ads,Loyalty_Program,17033,364,0.0214,23,0.0632,1.65,600.6,2252.25,3.75
2025-02-08,LinkedIn_Ads,Brand_Awareness,7757,144,0.0186,1,0.0069,1.822,262.37,1007.5,3.84
2025-02-08,LinkedIn_Ads,Lead_Gen,7552,151,0.02,5,0.0331,1.809,273.16,1043.47,3.82
2025-02-08,LinkedIn_Ads,Retargeting,7668,150,0.0196,8,0.0533,1.766,264.9,980.13,3.7
2025-02-08,LinkedIn_Ads,Product_Launch,7835,146,0.0186,4,0.0274,1.903,277.84,1033.56,3.72
2025-02-08,LinkedIn_Ads,Seasonal_Promo,8159,151,0.0185,6,0.0397,1.862,281.16,1012.18,3.6
2025-02-08,LinkedIn_Ads,Loyalty_Program,7750,147,0.019,8,0.0544,1.918,281.95,1040.4,3.69
2025-02-09,Google_Ads,Brand_Awareness,13285,419,0.0315,6,0.0143,1.81,758.39,2692.28,3.55
2025-02-09,Google_Ads,Lead_Gen,12896,435,0.0337,15,0.0345,1.814,789.09,3069.56,3.89
2025-02-09,Google_Ads,Retargeting,13640,425,0.0312,22,0.0518,1.87,794.75,3043.89,3.83
2025-02-09,Google_Ads,Product_Launch,13504,418,0.031,12,0.0287,2.014,841.85,3199.03,3.8
2025-02-09,Google_Ads,Seasonal_Promo,13648,436,0.0319,18,0.0413,1.884,821.42,3203.54,3.9
2025-02-09,Google_Ads,Loyalty_Program,13616,433,0.0318,26,0.06,1.905,824.87,3109.76,3.77
2025-02-09,Meta_Ads,Brand_Awareness,19150,525,0.0274,5,0.0095,1.882,988.05,3586.62,3.63
2025-02-09,Meta_Ads,Lead_Gen,19342,521,0.0269,15,0.0288,1.782,928.42,3463.01,3.73
2025-02-09,Meta_Ads,Retargeting,19048,499,0.0262,25,0.0501,1.907,951.59,3406.69,3.58
2025-02-09,Meta_Ads,Product_Launch,18616,481,0.0258,12,0.0249,1.993,958.63,3441.48,3.59
2025-02-09,Meta_Ads,Seasonal_Promo,18890,488,0.0258,19,0.0389,1.704,831.55,3376.09,4.06
2025-02-09,Meta_Ads,Loyalty_Program,18917,477,0.0252,30,0.0629,1.927,919.18,3502.08,3.81
2025-02-09,Email,Brand_Awareness,6236,1134,0.1818,13,0.0115,1.895,2148.93,7714.66,3.59
2025-02-09,Email,Lead_Gen,6678,1112,0.1665,39,0.0351,1.716,1908.19,6774.07,3.55
2025-02-09,Email,Retargeting,6226,1103,0.1772,61,0.0553,1.717,1893.85,7291.32,3.85
2025-02-09,Email,Product_Launch,6260,1117,0.1784,31,0.0278,1.939,2165.86,8165.29,3.77
2025-02-09,Email,Seasonal_Promo,6346,1092,0.1721,44,0.0403,1.732,1891.34,7319.49,3.87
2025-02-09,Email,Loyalty_Program,6465,1113,0.1722,72,0.0647,1.794,1996.72,7327.96,3.67
2025-02-09,SEO_Organic,Brand_Awareness,10448,463,0.0443,6,0.013,1.97,912.11,3575.47,3.92
2025-02-09,SEO_Organic,Lead_Gen,10534,461,0.0438,16,0.0347,1.785,822.88,3291.52,4.0
2025-02-09,SEO_Organic,Retargeting,10423,474,0.0455,25,0.0527,1.999,947.53,3335.31,3.52
2025-02-09,SEO_Organic,Product_Launch,10815,464,0.0429,11,0.0237,1.823,845.87,2994.38,3.54
2025-02-09,SEO_Organic,Seasonal_Promo,10543,448,0.0425,19,0.0424,1.982,887.94,3267.62,3.68
2025-02-09,SEO_Organic,Loyalty_Program,10295,444,0.0431,29,0.0653,2.113,938.17,3583.81,3.82
2025-02-09,Affiliate,Brand_Awareness,5320,145,0.0273,1,0.0069,1.883,273.04,1012.98,3.71
2025-02-09,Affiliate,Lead_Gen,5455,146,0.0268,4,0.0274,1.868,272.73,984.56,3.61
2025-02-09,Affiliate,Retargeting,5485,150,0.0273,7,0.0467,1.876,281.4,982.09,3.49
2025-02-09,Affiliate,Product_Launch,5476,149,0.0272,4,0.0268,1.985,295.76,1070.65,3.62
2025-02-09,Affiliate,Seasonal_Promo,5076,145,0.0286,5,0.0345,2.045,296.52,1123.81,3.79
2025-02-09,Affiliate,Loyalty_Program,5491,149,0.0271,9,0.0604,1.88,280.12,1072.86,3.83
2025-02-09,TikTok_Ads,Brand_Awareness,23489,859,0.0366,11,0.0128,1.8,1546.2,5798.25,3.75
2025-02-09,TikTok_Ads,Lead_Gen,21742,905,0.0416,31,0.0343,1.874,1695.97,6342.93,3.74
2025-02-09,TikTok_Ads,Retargeting,23069,882,0.0382,49,0.0556,1.946,1716.37,6350.57,3.7
2025-02-09,TikTok_Ads,Product_Launch,23875,878,0.0368,23,0.0262,1.911,1677.86,5956.4,3.55
2025-02-09,TikTok_Ads,Seasonal_Promo,23476,844,0.036,35,0.0415,1.643,1386.69,5075.29,3.66
2025-02-09,TikTok_Ads,Loyalty_Program,24374,884,0.0363,59,0.0667,2.052,1813.97,6874.95,3.79
2025-02-09,YouTube_Ads,Brand_Awareness,16001,351,0.0219,4,0.0114,1.822,639.52,2366.22,3.7
2025-02-09,YouTube_Ads,Lead_Gen,16730,376,0.0225,11,0.0293,1.763,662.89,2419.55,3.65
2025-02-09,YouTube_Ads,Retargeting,16662,375,0.0225,23,0.0613,1.84,690.0,2539.2,3.68
2025-02-09,YouTube_Ads,Product_Launch,16526,350,0.0212,9,0.0257,1.818,636.3,2182.51,3.43
2025-02-09,YouTube_Ads,Seasonal_Promo,16313,354,0.0217,16,0.0452,1.824,645.7,2343.89,3.63
2025-02-09,YouTube_Ads,Loyalty_Program,16274,332,0.0204,21,0.0633,1.888,626.82,2319.23,3.7
2025-02-09,LinkedIn_Ads,Brand_Awareness,8027,138,0.0172,1,0.0072,1.822,251.44,968.04,3.85
2025-02-09,LinkedIn_Ads,Lead_Gen,8038,154,0.0192,5,0.0325,1.813,279.2,1102.84,3.95
2025-02-09,LinkedIn_Ads,Retargeting,7682,143,0.0186,8,0.0559,1.685,240.96,925.29,3.84
2025-02-09,LinkedIn_Ads,Product_Launch,7882,155,0.0197,4,0.0258,1.934,299.77,1160.11,3.87
2025-02-09,LinkedIn_Ads,Seasonal_Promo,7749,146,0.0188,6,0.0411,1.846,269.52,989.14,3.67
2025-02-09,LinkedIn_Ads,Loyalty_Program,7815,156,0.02,9,0.0577,1.838,286.73,1015.02,3.54
2025-02-10,Google_Ads,Brand_Awareness,13382,436,0.0326,5,0.0115,1.883,820.99,3234.7,3.94
2025-02-10,Google_Ads,Lead_Gen,13623,440,0.0323,15,0.0341,2.027,891.88,3308.87,3.71
2025-02-10,Google_Ads,Retargeting,13008,437,0.0336,24,0.0549,2.0,874.0,3391.12,3.88
2025-02-10,Google_Ads,Product_Launch,13990,436,0.0312,12,0.0275,1.686,735.1,2800.73,3.81
2025-02-10,Google_Ads,Seasonal_Promo,13212,431,0.0326,18,0.0418,1.919,827.09,3118.13,3.77
2025-02-10,Google_Ads,Loyalty_Program,13682,392,0.0287,28,0.0714,1.983,777.34,3124.91,4.02
2025-02-10,Meta_Ads,Brand_Awareness,19620,509,0.0259,5,0.0098,1.793,912.64,3477.16,3.81
2025-02-10,Meta_Ads,Lead_Gen,19281,469,0.0243,16,0.0341,1.745,818.41,3109.96,3.8
2025-02-10,Meta_Ads,Retargeting,19442,479,0.0246,25,0.0522,1.893,906.75,3500.05,3.86
2025-02-10,Meta_Ads,Product_Launch,18928,464,0.0245,14,0.0302,1.719,797.62,3086.79,3.87
2025-02-10,Meta_Ads,Seasonal_Promo,20107,506,0.0252,20,0.0395,1.912,967.47,3956.95,4.09
2025-02-10,Meta_Ads,Loyalty_Program,18281,473,0.0259,32,0.0677,1.827,864.17,3387.55,3.92
2025-02-10,Email,Brand_Awareness,6359,1152,0.1812,13,0.0113,1.773,2042.5,7495.97,3.67
2025-02-10,Email,Lead_Gen,6411,1112,0.1735,42,0.0378,1.886,2097.23,8095.31,3.86
2025-02-10,Email,Retargeting,6187,1075,0.1738,62,0.0577,2.089,2245.68,8803.07,3.92
2025-02-10,Email,Product_Launch,6294,1165,0.1851,33,0.0283,1.718,2001.47,7845.76,3.92
2025-02-10,Email,Seasonal_Promo,6336,1144,0.1806,48,0.042,1.964,2246.82,8111.02,3.61
2025-02-10,Email,Loyalty_Program,6121,1159,0.1893,65,0.0561,1.844,2137.2,8420.57,3.94
2025-02-10,SEO_Organic,Brand_Awareness,10476,482,0.046,5,0.0104,2.081,1003.04,3681.16,3.67
2025-02-10,SEO_Organic,Lead_Gen,10470,461,0.044,17,0.0369,1.812,835.33,3349.67,4.01
2025-02-10,SEO_Organic,Retargeting,10198,491,0.0481,26,0.053,1.83,898.53,3396.44,3.78
2025-02-10,SEO_Organic,Product_Launch,10441,472,0.0452,12,0.0254,1.827,862.34,3199.28,3.71
2025-02-10,SEO_Organic,Seasonal_Promo,9986,476,0.0477,18,0.0378,1.852,881.55,3393.97,3.85
2025-02-10,SEO_Organic,Loyalty_Program,10560,437,0.0414,29,0.0664,1.913,835.98,3109.85,3.72
2025-02-10,Affiliate,Brand_Awareness,5549,144,0.026,1,0.0069,1.95,280.8,1036.15,3.69
2025-02-10,Affiliate,Lead_Gen,5138,150,0.0292,5,0.0333,1.712,256.8,1047.74,4.08
2025-02-10,Affiliate,Retargeting,5260,151,0.0287,7,0.0464,1.869,282.22,1041.39,3.69
2025-02-10,Affiliate,Product_Launch,5172,164,0.0317,4,0.0244,1.836,301.1,1171.28,3.89
2025-02-10,Affiliate,Seasonal_Promo,5614,155,0.0276,5,0.0323,1.888,292.64,1035.95,3.54
2025-02-10,Affiliate,Loyalty_Program,5486,142,0.0259,9,0.0634,1.883,267.39,1002.71,3.75
2025-02-10,TikTok_Ads,Brand_Awareness,23166,937,0.0404,11,0.0117,1.889,1769.99,6460.46,3.65
2025-02-10,TikTok_Ads,Lead_Gen,24272,862,0.0355,34,0.0394,2.056,1772.27,6840.96,3.86
2025-02-10,TikTok_Ads,Retargeting,23945,805,0.0336,47,0.0584,1.991,1602.76,6170.63,3.85
2025-02-10,TikTok_Ads,Product_Launch,22684,872,0.0384,20,0.0229,1.932,1684.7,5862.76,3.48
2025-02-10,TikTok_Ads,Seasonal_Promo,23970,926,0.0386,36,0.0389,1.887,1747.36,6395.34,3.66
2025-02-10,TikTok_Ads,Loyalty_Program,23600,853,0.0361,59,0.0692,1.673,1427.07,4994.74,3.5
2025-02-10,YouTube_Ads,Brand_Awareness,16240,356,0.0219,4,0.0112,1.821,648.28,2612.57,4.03
2025-02-10,YouTube_Ads,Lead_Gen,16421,366,0.0223,12,0.0328,1.938,709.31,2688.28,3.79
2025-02-10,YouTube_Ads,Retargeting,16601,370,0.0223,17,0.0459,1.716,634.92,2368.25,3.73
2025-02-10,YouTube_Ads,Product_Launch,16226,364,0.0224,9,0.0247,1.914,696.7,2515.09,3.61
2025-02-10,YouTube_Ads,Seasonal_Promo,16261,341,0.021,15,0.044,1.646,561.29,2155.35,3.84
2025-02-10,YouTube_Ads,Loyalty_Program,15799,352,0.0223,24,0.0682,1.849,650.85,2290.99,3.52
2025-02-10,LinkedIn_Ads,Brand_Awareness,7734,141,0.0182,1,0.0071,1.879,264.94,1006.77,3.8
2025-02-10,LinkedIn_Ads,Lead_Gen,7995,154,0.0193,5,0.0325,1.822,280.59,1021.35,3.64
2025-02-10,LinkedIn_Ads,Retargeting,7795,142,0.0182,7,0.0493,1.837,260.85,978.19,3.75
2025-02-10,LinkedIn_Ads,Product_Launch,8428,143,0.017,4,0.028,1.797,256.97,963.64,3.75
2025-02-10,LinkedIn_Ads,Seasonal_Promo,7806,153,0.0196,6,0.0392,1.83,279.99,1027.56,3.67
2025-02-10,LinkedIn_Ads,Loyalty_Program,7570,145,0.0192,9,0.0621,1.889,273.91,1049.08,3.83
2025-02-11,Google_Ads,Brand_Awareness,13323,424,0.0318,4,0.0094,1.924,815.78,3042.86,3.73
2025-02-11,Google_Ads,Lead_Gen,13628,442,0.0324,14,0.0317,1.781,787.2,2936.26,3.73
2025-02-11,Google_Ads,Retargeting,13520,424,0.0314,22,0.0519,1.906,808.14,3054.77,3.78
2025-02-11,Google_Ads,Product_Launch,13271,404,0.0304,12,0.0297,1.746,705.38,2680.44,3.8
2025-02-11,Google_Ads,Seasonal_Promo,13428,402,0.0299,18,0.0448,1.923,773.05,2991.7,3.87
2025-02-11,Google_Ads,Loyalty_Program,13430,402,0.0299,30,0.0746,1.907,766.61,2775.13,3.62
2025-02-11,Meta_Ads,Brand_Awareness,18933,486,0.0257,5,0.0103,1.748,849.53,3270.69,3.85
2025-02-11,Meta_Ads,Lead_Gen,18474,465,0.0252,14,0.0301,1.765,820.72,3225.43,3.93
2025-02-11,Meta_Ads,Retargeting,20383,489,0.024,25,0.0511,1.825,892.42,3409.04,3.82
2025-02-11,Meta_Ads,Product_Launch,18728,475,0.0254,14,0.0295,1.75,831.25,3067.31,3.69
2025-02-11,Meta_Ads,Seasonal_Promo,19372,486,0.0251,19,0.0391,1.853,900.56,3485.17,3.87
2025-02-11,Meta_Ads,Loyalty_Program,20330,478,0.0235,31,0.0649,2.005,958.39,3526.88,3.68
2025-02-11,Email,Brand_Awareness,6158,1156,0.1877,14,0.0121,1.857,2146.69,8007.15,3.73
2025-02-11,Email,Lead_Gen,6149,1139,0.1852,42,0.0369,1.71,1947.69,7186.98,3.69
2025-02-11,Email,Retargeting,6302,1113,0.1766,63,0.0566,1.853,2062.39,7878.33,3.82
2025-02-11,Email,Product_Launch,6230,1089,0.1748,32,0.0294,1.799,1959.11,7797.26,3.98
2025-02-11,Email,Seasonal_Promo,6655,1225,0.1841,45,0.0367,1.909,2338.53,8933.18,3.82
2025-02-11,Email,Loyalty_Program,6501,1133,0.1743,80,0.0706,1.872,2120.98,8059.72,3.8
2025-02-11,SEO_Organic,Brand_Awareness,9977,477,0.0478,5,0.0105,1.895,903.91,3416.78,3.78
2025-02-11,SEO_Organic,Lead_Gen,10418,467,0.0448,17,0.0364,1.799,840.13,3024.47,3.6
2025-02-11,SEO_Organic,Retargeting,10463,457,0.0437,23,0.0503,1.735,792.9,2973.38,3.75
2025-02-11,SEO_Organic,Product_Launch,10355,434,0.0419,12,0.0276,2.003,869.3,3216.41,3.7
2025-02-11,SEO_Organic,Seasonal_Promo,10348,479,0.0463,20,0.0418,1.971,944.11,3219.42,3.41
2025-02-11,SEO_Organic,Loyalty_Program,10775,475,0.0441,34,0.0716,1.795,852.62,2975.64,3.49
2025-02-11,Affiliate,Brand_Awareness,5359,147,0.0274,1,0.0068,1.976,290.47,1089.26,3.75
2025-02-11,Affiliate,Lead_Gen,5348,153,0.0286,5,0.0327,1.8,275.4,1074.06,3.9
2025-02-11,Affiliate,Retargeting,5562,156,0.028,8,0.0513,1.661,259.12,956.15,3.69
2025-02-11,Affiliate,Product_Launch,5274,149,0.0283,4,0.0268,1.881,280.27,1017.38,3.63
2025-02-11,Affiliate,Seasonal_Promo,5180,155,0.0299,5,0.0323,1.868,289.54,1132.1,3.91
2025-02-11,Affiliate,Loyalty_Program,5488,154,0.0281,9,0.0584,1.954,300.92,1164.56,3.87
2025-02-11,TikTok_Ads,Brand_Awareness,23553,836,0.0355,10,0.012,1.894,1583.38,5906.01,3.73
2025-02-11,TikTok_Ads,Lead_Gen,24227,884,0.0365,31,0.0351,1.971,1742.36,6568.7,3.77
2025-02-11,TikTok_Ads,Retargeting,23479,918,0.0391,44,0.0479,1.856,1703.81,6542.63,3.84
2025-02-11,TikTok_Ads,Product_Launch,23390,922,0.0394,22,0.0239,1.73,1595.06,6109.08,3.83
2025-02-11,TikTok_Ads,Seasonal_Promo,23824,884,0.0371,38,0.043,1.909,1687.56,6041.46,3.58
2025-02-11,TikTok_Ads,Loyalty_Program,23063,893,0.0387,60,0.0672,1.718,1534.17,5691.77,3.71
2025-02-11,YouTube_Ads,Brand_Awareness,16195,363,0.0224,4,0.011,1.831,664.65,2618.72,3.94
2025-02-11,YouTube_Ads,Lead_Gen,16158,360,0.0223,11,0.0306,1.773,638.28,2412.7,3.78
2025-02-11,YouTube_Ads,Retargeting,16555,369,0.0223,20,0.0542,2.079,767.15,2792.43,3.64
2025-02-11,YouTube_Ads,Product_Launch,15685,346,0.0221,9,0.026,1.764,610.34,2307.09,3.78
2025-02-11,YouTube_Ads,Seasonal_Promo,16744,373,0.0223,15,0.0402,2.025,755.32,2824.9,3.74
2025-02-11,YouTube_Ads,Loyalty_Program,15735,368,0.0234,20,0.0543,1.756,646.21,2455.6,3.8
2025-02-11,LinkedIn_Ads,Brand_Awareness,7839,147,0.0188,1,0.0068,1.867,274.45,1059.38,3.86
2025-02-11,LinkedIn_Ads,Lead_Gen,7917,147,0.0186,4,0.0272,1.772,260.48,997.64,3.83
2025-02-11,LinkedIn_Ads,Retargeting,7941,145,0.0183,7,0.0483,1.869,271.0,989.15,3.65
2025-02-11,LinkedIn_Ads,Product_Launch,7991,146,0.0183,3,0.0205,1.943,283.68,1165.92,4.11
2025-02-11,LinkedIn_Ads,Seasonal_Promo,8006,150,0.0187,6,0.04,1.686,252.9,905.38,3.58
2025-02-11,LinkedIn_Ads,Loyalty_Program,7364,157,0.0213,10,0.0637,1.919,301.28,1138.84,3.78
2025-02-12,Google_Ads,Brand_Awareness,12916,424,0.0328,5,0.0118,1.886,799.66,2998.72,3.75
2025-02-12,Google_Ads,Lead_Gen,12846,443,0.0345,14,0.0316,1.711,757.97,2736.27,3.61
2025-02-12,Google_Ads,Retargeting,13023,426,0.0327,23,0.054,1.806,769.36,2938.96,3.82
2025-02-12,Google_Ads,Product_Launch,13404,442,0.033,11,0.0249,2.118,936.16,3463.79,3.7
2025-02-12,Google_Ads,Seasonal_Promo,13104,414,0.0316,17,0.0411,1.711,708.35,2705.9,3.82
2025-02-12,Google_Ads,Loyalty_Program,12806,432,0.0337,25,0.0579,1.832,791.42,3054.88,3.86
2025-02-12,Meta_Ads,Brand_Awareness,20332,466,0.0229,5,0.0107,1.726,804.32,2919.68,3.63
2025-02-12,Meta_Ads,Lead_Gen,18960,494,0.0261,16,0.0324,2.06,1017.64,3846.68,3.78
2025-02-12,Meta_Ads,Retargeting,18973,479,0.0252,25,0.0522,1.921,920.16,3257.37,3.54
2025-02-12,Meta_Ads,Product_Launch,18831,475,0.0252,14,0.0295,1.966,933.85,3716.72,3.98
2025-02-12,Meta_Ads,Seasonal_Promo,19609,480,0.0245,21,0.0437,1.739,834.72,2963.26,3.55
2025-02-12,Meta_Ads,Loyalty_Program,19603,464,0.0237,31,0.0668,1.871,868.14,3281.57,3.78
2025-02-12,Email,Brand_Awareness,6512,1178,0.1809,13,0.011,1.78,2096.84,7884.12,3.76
2025-02-12,Email,Lead_Gen,6279,1133,0.1804,46,0.0406,1.842,2086.99,7888.82,3.78
2025-02-12,Email,Retargeting,6252,1178,0.1884,65,0.0552,1.885,2220.53,8415.81,3.79
2025-02-12,Email,Product_Launch,6536,1196,0.183,32,0.0268,1.836,2195.86,8476.02,3.86
2025-02-12,Email,Seasonal_Promo,6221,1120,0.18,48,0.0429,1.688,1890.56,7203.03,3.81
2025-02-12,Email,Loyalty_Program,6235,1128,0.1809,73,0.0647,1.876,2116.13,7914.33,3.74
2025-02-12,SEO_Organic,Brand_Awareness,10323,466,0.0451,5,0.0107,1.778,828.55,3223.06,3.89
2025-02-12,SEO_Organic,Lead_Gen,9878,465,0.0471,15,0.0323,1.857,863.5,3108.6,3.6
2025-02-12,SEO_Organic,Retargeting,10206,468,0.0459,27,0.0577,1.864,872.35,3096.84,3.55
2025-02-12,SEO_Organic,Product_Launch,10263,480,0.0468,12,0.025,1.886,905.28,3394.8,3.75
2025-02-12,SEO_Organic,Seasonal_Promo,10295,504,0.049,19,0.0377,1.916,965.66,3543.97,3.67
2025-02-12,SEO_Organic,Loyalty_Program,10486,478,0.0456,29,0.0607,1.864,890.99,3207.56,3.6
2025-02-12,Affiliate,Brand_Awareness,5195,154,0.0296,1,0.0065,1.635,251.79,1004.64,3.99
2025-02-12,Affiliate,Lead_Gen,5271,149,0.0283,5,0.0336,1.819,271.03,1016.36,3.75
2025-02-12,Affiliate,Retargeting,5204,142,0.0273,8,0.0563,1.9,269.8,1011.75,3.75
2025-02-12,Affiliate,Product_Launch,5313,150,0.0282,3,0.02,1.927,289.05,1095.5,3.79
2025-02-12,Affiliate,Seasonal_Promo,5636,149,0.0264,5,0.0336,1.863,277.59,1038.19,3.74
2025-02-12,Affiliate,Loyalty_Program,5421,150,0.0277,9,0.06,1.724,258.6,961.99,3.72
2025-02-12,TikTok_Ads,Brand_Awareness,24094,894,0.0371,11,0.0123,1.924,1720.06,6622.23,3.85
2025-02-12,TikTok_Ads,Lead_Gen,22867,892,0.039,33,0.037,1.915,1708.18,6644.82,3.89
2025-02-12,TikTok_Ads,Retargeting,23130,887,0.0383,48,0.0541,1.879,1666.67,6466.68,3.88
2025-02-12,TikTok_Ads,Product_Launch,22065,881,0.0399,24,0.0272,1.761,1551.44,5910.99,3.81
2025-02-12,TikTok_Ads,Seasonal_Promo,22949,879,0.0383,41,0.0466,1.935,1700.87,6395.27,3.76
2025-02-12,TikTok_Ads,Loyalty_Program,23679,882,0.0372,64,0.0726,1.905,1680.21,6115.96,3.64
2025-02-12,YouTube_Ads,Brand_Awareness,15764,365,0.0232,4,0.011,1.747,637.66,2442.24,3.83
2025-02-12,YouTube_Ads,Lead_Gen,16260,370,0.0228,12,0.0324,1.783,659.71,2500.3,3.79
2025-02-12,YouTube_Ads,Retargeting,16239,356,0.0219,19,0.0534,1.99,708.44,2621.23,3.7
2025-02-12,YouTube_Ads,Product_Launch,16824,378,0.0225,9,0.0238,1.576,595.73,2329.3,3.91
2025-02-12,YouTube_Ads,Seasonal_Promo,16135,346,0.0214,14,0.0405,1.784,617.26,2444.35,3.96
2025-02-12,YouTube_Ads,Loyalty_Program,16438,371,0.0226,23,0.062,1.798,667.06,2454.78,3.68
2025-02-12,LinkedIn_Ads,Brand_Awareness,7960,152,0.0191,1,0.0066,1.842,279.98,1049.93,3.75
2025-02-12,LinkedIn_Ads,Lead_Gen,8022,149,0.0186,4,0.0268,1.772,264.03,990.11,3.75
2025-02-12,LinkedIn_Ads,Retargeting,8000,155,0.0194,7,0.0452,1.772,274.66,1021.74,3.72
2025-02-12,LinkedIn_Ads,Product_Launch,8010,147,0.0184,4,0.0272,1.798,264.31,1022.88,3.87
2025-02-12,LinkedIn_Ads,Seasonal_Promo,7840,146,0.0186,6,0.0411,1.953,285.14,1026.5,3.6
2025-02-12,LinkedIn_Ads,Loyalty_Program,7674,155,0.0202,9,0.0581,1.945,301.48,1148.64,3.81
2025-02-13,Google_Ads,Brand_Awareness,13384,422,0.0315,5,0.0118,1.983,836.83,3313.85,3.96
2025-02-13,Google_Ads,Lead_Gen,13025,442,0.0339,14,0.0317,1.807,798.69,2963.14,3.71
2025-02-13,Google_Ads,Retargeting,13667,436,0.0319,22,0.0505,1.932,842.35,3150.39,3.74
2025-02-13,Google_Ads,Product_Launch,13200,417,0.0316,12,0.0288,1.813,756.02,2714.11,3.59
2025-02-13,Google_Ads,Seasonal_Promo,13642,422,0.0309,19,0.045,1.741,734.7,2762.47,3.76
2025-02-13,Google_Ads,Loyalty_Program,13178,416,0.0316,27,0.0649,2.037,847.39,3211.61,3.79
2025-02-13,Meta_Ads,Brand_Awareness,18931,454,0.024,5,0.011,1.743,791.32,2896.23,3.66
2025-02-13,Meta_Ads,Lead_Gen,19181,446,0.0233,16,0.0359,1.945,867.47,3417.83,3.94
2025-02-13,Meta_Ads,Retargeting,18566,472,0.0254,25,0.053,1.86,877.92,3160.51,3.6
2025-02-13,Meta_Ads,Product_Launch,20226,485,0.024,13,0.0268,2.0,970.0,3676.3,3.79
2025-02-13,Meta_Ads,Seasonal_Promo,19549,470,0.024,18,0.0383,1.789,840.83,3430.59,4.08
2025-02-13,Meta_Ads,Loyalty_Program,19696,485,0.0246,29,0.0598,1.946,943.81,3369.4,3.57
2025-02-13,Email,Brand_Awareness,6120,1126,0.184,15,0.0133,2.005,2257.63,8308.08,3.68
2025-02-13,Email,Lead_Gen,6267,1079,0.1722,40,0.0371,1.84,1985.36,7584.08,3.82
2025-02-13,Email,Retargeting,6504,1132,0.174,64,0.0565,1.744,1974.21,7561.22,3.83
2025-02-13,Email,Product_Launch,6302,1166,0.185,32,0.0274,1.853,2160.6,8318.31,3.85
2025-02-13,Email,Seasonal_Promo,6118,1106,0.1808,47,0.0425,1.717,1899.0,6931.35,3.65
