date,department,headcount,new_hires,terminations,absences,overtime_hours,training_hours,avg_performance_score,avg_salary_usd,engagement_score
8/4/2017,Legal,100,0,0,2,2.7,1,3.48,98143.58,0.727
8/5/2017,Legal,106,0,1,2,14.8,0.2,2.97,94559.67,0.765
8/6/2017,Legal,100,2,0,4,2,1.6,3.03,91500.13,0.696
8/7/2017,Legal,108,0,0,1,2.7,0.3,3.07,93442.56,0.708
8/8/2017,Legal,105,1,0,2,2.9,2.4,3.55,97122.77,0.709
8/9/2017,Legal,105,0,0,2,2.2,0.7,3.69,95021.1,0.749
8/10/2017,Legal,108,1,1,0,4.9,1,3.26,92437.87,0.697
8/11/2017,Legal,101,0,0,2,0.8,1.8,3.48,96504.67,0.73
8/12/2017,Legal,111,0,1,1,2.2,0.9,3.12,92231.22,0.762
8/13/2017,Legal,110,0,0,1,7.3,0.9,3.34,95313.28,0.82
8/14/2017,Legal,108,0,0,2,1.1,0.5,3.29,93002.21,0.758
8/15/2017,Legal,105,0,0,3,1.8,0.9,3.05,97720.38,0.721
8/16/2017,Legal,101,0,0,0,1,2,3.36,93555.21,0.744
8/17/2017,Legal,101,0,0,2,1.9,0.3,3.37,97599,0.712
8/18/2017,Legal,111,0,0,2,12.6,0.2,3.07,97557.8,0.715
8/19/2017,Legal,100,0,2,4,4.9,0.7,3.39,93926.93,0.634
8/20/2017,Legal,105,0,2,1,1.7,0.5,3.27,96139.23,0.691
8/21/2017,Legal,108,0,0,2,8.7,0.1,3.25,94238.32,0.621
8/22/2017,Legal,104,0,0,1,1.7,1.6,3.31,95364.28,0.7
8/23/2017,Legal,101,0,0,3,0.3,0.5,3.34,94511.99,0.694
8/24/2017,Legal,104,1,0,1,5.5,1,3.26,95890.9,0.801
8/25/2017,Legal,104,0,0,0,0.8,0.5,3.11,95401.27,0.75
8/26/2017,Legal,101,0,2,1,0.9,0.4,3.06,93466.67,0.866
8/27/2017,Legal,101,1,0,3,3,0.4,3.07,99623.11,0.743
8/28/2017,Legal,106,0,0,3,1.5,0.3,3.04,91878.38,0.719
8/29/2017,Legal,104,0,0,2,0.3,5.6,3.19,95580.84,0.759
8/30/2017,Legal,107,1,0,0,1.4,1.5,3.17,93667.19,0.661
8/31/2017,Legal,105,0,0,2,1,0.4,3.54,100459.98,0.689
9/1/2017,Legal,102,1,0,3,0.3,0.6,3.2,93141.48,0.787
9/2/2017,Legal,101,0,0,1,3.6,0.1,3.3,95668.41,0.701
9/3/2017,Legal,103,1,0,2,2.4,0.7,3.24,93920.19,0.717
9/4/2017,Legal,103,0,0,0,3.8,0.8,2.93,94007.8,0.749
9/5/2017,Legal,104,0,0,2,1.2,2.2,3.36,92424.69,0.598
9/6/2017,Legal,107,0,0,4,0.5,1.8,3,89423.84,0.696
9/7/2017,Legal,107,1,0,5,0.5,0,3.37,94772.14,0.659
9/8/2017,Legal,92,0,0,1,0.6,1.9,3.55,97955.42,0.739
9/9/2017,Legal,108,1,0,0,3,1.3,2.8,95305.38,0.632
9/10/2017,Legal,106,1,1,0,1.1,0.7,3.19,92674.25,0.699
9/11/2017,Legal,102,0,0,2,2.7,1.4,3.1,99704.05,0.731
9/12/2017,Legal,107,1,0,2,1,0.4,3.11,94592.53,0.67
9/13/2017,Legal,104,0,0,3,2.7,0.4,3.37,93408.61,0.74
9/14/2017,Legal,106,2,0,1,6.7,0,3.19,95184.88,0.684
9/15/2017,Legal,105,0,1,4,1,0.3,3.28,95990.95,0.662
9/16/2017,Legal,109,1,1,2,0.4,0.5,3.34,94702.89,0.746
9/17/2017,Legal,105,1,0,3,0.8,2.4,3.38,96803.22,0.719
9/18/2017,Legal,107,0,0,2,1,0.3,3.28,95171.51,0.741
9/19/2017,Legal,101,0,0,4,0.5,0.1,3.21,98205.46,0.741
9/20/2017,Legal,106,0,0,2,0.7,1.3,3.53,95946.61,0.71
9/21/2017,Legal,102,0,0,0,0.6,0.2,3.11,95480.4,0.739
9/22/2017,Legal,106,0,0,0,0.3,0.7,3.37,95361.79,0.735
9/23/2017,Legal,101,0,0,3,1.7,1.8,3.51,97986.88,0.734
9/24/2017,Legal,101,0,0,4,1.1,2,2.84,97430.72,0.676
9/25/2017,Legal,102,0,0,0,3.5,0.8,3.08,91418.81,0.576
9/26/2017,Legal,100,1,0,0,0.3,0.1,2.91,99489.66,0.666
9/27/2017,Legal,106,0,0,0,0.3,0,2.96,95479.4,0.664
9/28/2017,Legal,101,0,0,2,3.3,1.4,3.27,93278.23,0.763
9/29/2017,Legal,106,0,0,2,0.2,1.8,3.12,93566.85,0.735
9/30/2017,Legal,104,0,0,7,0.7,2.1,2.82,95057.79,0.659
10/1/2017,Legal,102,0,0,1,0.7,3.1,3.1,91830.02,0.736
10/2/2017,Legal,104,0,0,1,0.5,3.3,3.5,94905.73,0.716
10/3/2017,Legal,108,1,0,2,1,1.2,3.02,93386.75,0.749
10/4/2017,Legal,101,0,0,4,0.1,1.1,3.18,96779.68,0.704
10/5/2017,Legal,101,0,0,2,1.3,0.3,3.4,99389.1,0.773
10/6/2017,Legal,102,0,1,4,3.2,4.4,3.02,93097.8,0.752
10/7/2017,Legal,106,0,0,0,1.6,0.1,3.06,96054.34,0.729
10/8/2017,Legal,104,0,0,2,1,2.3,3.28,93707.14,0.628
10/9/2017,Legal,107,0,0,1,0.4,1.1,3.26,97310.39,0.757
10/10/2017,Legal,104,1,1,1,0.1,2.3,3.06,94833.41,0.727
10/11/2017,Legal,102,0,1,4,2.7,1,3.09,94287.08,0.718
10/12/2017,Legal,104,0,0,3,0.1,0.1,3.19,97316.08,0.688
10/13/2017,Legal,102,0,0,1,5.7,1.2,3.3,94360.92,0.719
10/14/2017,Legal,107,0,0,0,3,3.1,3.09,94990.52,0.767
10/15/2017,Legal,97,0,0,0,1.7,1.5,3.32,93950.74,0.744
10/16/2017,Legal,110,0,0,2,0,6.6,3.15,96221.44,0.734
10/17/2017,Legal,103,2,0,0,1.7,0.2,3.07,94887.55,0.69
10/18/2017,Legal,105,1,0,2,0.4,2.7,3.18,96153.87,0.715
10/19/2017,Legal,102,0,0,2,0.7,0.4,2.96,95900.56,0.698
10/20/2017,Legal,101,0,0,2,1.9,0.4,2.94,94110.9,0.749
10/21/2017,Legal,108,0,1,2,1.4,0.9,3.21,97025.7,0.759
10/22/2017,Legal,101,0,0,3,3.6,0.2,3.02,95591.73,0.777
10/23/2017,Legal,104,0,0,2,1.3,0.6,2.94,95027.36,0.847
10/24/2017,Legal,104,0,0,2,2.7,0.2,3.27,93741.19,0.653
10/25/2017,Legal,107,0,1,0,9,0.1,2.83,98835.11,0.738
10/26/2017,Legal,105,0,0,0,0.4,0.8,3.19,98092.94,0.653
10/27/2017,Legal,106,0,0,3,1.3,1.4,3.26,93469.72,0.637
10/28/2017,Legal,105,0,0,2,0.6,0.3,3.25,94967.17,0.766
10/29/2017,Legal,105,0,0,2,0.5,2.5,3.3,92307.02,0.768
10/30/2017,Legal,107,0,1,2,0.7,0.5,3.36,98064.1,0.661
10/31/2017,Legal,105,0,0,1,1.1,0.2,3.3,92719.41,0.663
11/1/2017,Legal,108,0,0,2,0.8,0.2,3.38,97216.75,0.69
11/2/2017,Legal,101,1,0,0,2.5,0.8,3.37,95156.36,0.7
11/3/2017,Legal,101,0,0,0,0.1,3.1,3.44,92817.1,0.748
11/4/2017,Legal,108,0,0,2,5.4,1.4,3.2,97737.49,0.678
11/5/2017,Legal,107,0,1,0,0.6,0.8,3.24,97576.67,0.789
11/6/2017,Legal,103,1,0,4,6.2,1.8,3.46,91516.39,0.733
11/7/2017,Legal,100,0,1,2,0,0.9,3.52,94784.03,0.812
11/8/2017,Legal,104,1,0,4,1.1,0.1,3.25,98645.89,0.76
11/9/2017,Legal,103,0,0,2,4,0.5,3.03,96946.64,0.808
11/10/2017,Legal,105,0,0,2,0.7,0.1,3.04,94555.73,0.705
11/11/2017,Legal,101,0,0,1,1.8,0.2,3.23,95838.52,0.701
11/12/2017,Legal,104,0,0,1,1.2,3.7,3.04,97497.94,0.736
11/13/2017,Legal,100,1,0,1,0.7,3,3.07,97047.06,0.743
11/14/2017,Legal,103,0,1,0,7.8,2.3,3.14,95749.66,0.739
11/15/2017,Legal,104,0,1,0,1.6,1.5,3.57,93813.91,0.76
11/16/2017,Legal,100,1,0,0,0.1,1.5,3,98772.91,0.65
11/17/2017,Legal,103,0,0,5,2.2,0.8,3.33,96632.44,0.741
11/18/2017,Legal,109,0,0,2,0,1,3.04,93221.09,0.777
11/19/2017,Legal,103,0,0,2,6.2,1.1,3.17,94989.5,0.62
11/20/2017,Legal,110,0,0,1,3.4,0.2,3.19,92740.06,0.733
11/21/2017,Legal,107,0,0,3,11.8,0.7,3.29,95709.14,0.756
11/22/2017,Legal,109,1,1,1,2.4,2.6,3.33,95152.12,0.629
11/23/2017,Legal,102,0,0,1,4.3,0.1,3.23,95574.1,0.652
11/24/2017,Legal,106,0,1,1,1.8,0.7,3.16,94606.5,0.775
11/25/2017,Legal,105,0,0,6,0.1,0.5,3.4,93450,0.767
11/26/2017,Legal,101,1,0,2,6.8,0.5,3.31,95405.66,0.707
11/27/2017,Legal,105,2,0,1,0.1,1.8,2.96,95418.06,0.695
11/28/2017,Legal,109,0,0,0,6,0.9,3.43,94680.89,0.733
11/29/2017,Legal,107,1,1,3,4.4,0.9,3.39,94561.28,0.783
11/30/2017,Legal,106,0,1,1,2.3,0.2,3.11,95386.33,0.714
12/1/2017,Legal,105,0,0,1,1.3,0.6,3.18,95805.12,0.775
12/2/2017,Legal,102,0,0,2,1.8,1.9,3.34,95414.62,0.72
12/3/2017,Legal,106,0,0,3,0.5,3.1,3.34,94661.48,0.79
12/4/2017,Legal,100,0,0,1,0.3,1.1,3.27,99032.85,0.808
12/5/2017,Legal,105,1,0,0,2.5,0.4,3.76,95602.9,0.629
12/6/2017,Legal,106,2,0,1,6.2,0.9,3.08,92073.23,0.747
12/7/2017,Legal,105,0,0,3,3.9,0.3,3.43,97900.31,0.733
12/8/2017,Legal,105,0,0,1,2.7,8,3.62,93127.33,0.646
12/9/2017,Legal,101,1,0,0,0.2,0.6,3.32,97928.38,0.699
12/10/2017,Legal,107,1,0,1,1.4,0.4,3.18,91581.56,0.765
12/11/2017,Legal,106,1,1,3,2.6,0.9,3.27,96416.51,0.823
12/12/2017,Legal,106,0,1,3,0.4,2.3,3.59,94591.12,0.7
12/13/2017,Legal,99,1,0,0,0.7,0.2,3.3,96184.09,0.705
12/14/2017,Legal,104,0,0,3,0.9,2,3.32,95158.17,0.762
12/15/2017,Legal,103,0,0,1,3.8,0.4,3.39,92954.12,0.672
12/16/2017,Legal,106,0,0,0,1.1,0.2,3.29,95010.8,0.674
12/17/2017,Legal,106,0,0,1,2.5,2.1,3.22,93784.15,0.743
12/18/2017,Legal,103,1,0,2,2.1,1.2,2.91,96140.07,0.796
12/19/2017,Legal,107,0,0,2,7.5,0.3,3.46,93750.87,0.684
12/20/2017,Legal,102,0,0,2,0.6,0.3,3.65,96120.9,0.669
12/21/2017,Legal,103,0,0,1,0.1,0.8,3.35,95403.87,0.75
12/22/2017,Legal,102,0,0,0,0.3,0.3,3.38,96661.3,0.75
12/23/2017,Legal,103,0,0,0,0.2,1.2,3.11,97120.96,0.68
12/24/2017,Legal,106,0,0,2,0.2,1.5,3.45,94893.38,0.691
12/25/2017,Legal,106,1,0,1,0.6,1.7,3.56,93879.34,0.786
12/26/2017,Legal,105,0,0,0,3.5,0.4,3.58,96105.11,0.711
12/27/2017,Legal,104,0,0,3,0.9,0.7,3.66,95826.53,0.71
12/28/2017,Legal,101,1,1,2,2.4,1.1,3.49,92744.97,0.67
12/29/2017,Legal,98,0,0,3,5.9,5.8,3.49,91519.68,0.668
12/30/2017,Legal,100,1,0,3,1.7,0.1,3.39,96549.2,0.759
12/31/2017,Legal,101,1,0,2,1.4,1.1,3.6,95120.16,0.681
1/1/2018,Legal,101,0,2,0,0.2,0.9,3.65,98676.12,0.706
1/2/2018,Legal,99,0,0,2,2.6,1.3,3.32,95267.67,0.735
1/3/2018,Legal,109,1,1,1,3,0,3.4,94841.31,0.657
1/4/2018,Legal,103,0,0,4,1.8,1.6,3.46,94880,0.654
1/5/2018,Legal,106,1,0,2,2.1,0.5,3.53,94689.36,0.798
1/6/2018,Legal,103,0,1,0,2.2,2.6,3.55,94970.85,0.721
1/7/2018,Legal,107,0,0,1,4.9,1.4,3.7,97862.7,0.713
1/8/2018,Legal,107,0,0,1,4.3,1.1,3.32,100244.87,0.793
1/9/2018,Legal,105,0,0,0,3.3,0.4,3.3,97703.92,0.679
1/10/2018,Legal,109,0,0,2,0.6,0.3,3.57,96812.43,0.616
1/11/2018,Legal,104,0,0,0,5.4,0.9,3.35,98668.94,0.741
1/12/2018,Legal,105,0,0,1,0.3,0.2,3.53,93763.1,0.751
1/13/2018,Legal,98,1,0,0,0.7,1.1,3.46,93868.9,0.756
1/14/2018,Legal,113,1,1,2,1.1,0.2,3.58,98174.75,0.714
1/15/2018,Legal,108,1,0,1,0.2,0.9,3.47,93628.17,0.68
1/16/2018,Legal,105,0,0,2,1.3,0.2,3.76,96361.81,0.735
1/17/2018,Legal,101,1,0,0,0.5,0.6,3.34,96607.36,0.736
1/18/2018,Legal,101,0,0,2,0.6,0.1,3.67,98107.53,0.664
1/19/2018,Legal,105,0,0,0,9.7,2.9,3.5,94955.67,0.7
1/20/2018,Legal,106,0,0,2,7.8,0.2,3.2,93612.06,0.711
1/21/2018,Legal,105,1,0,1,3.6,1.9,3.36,95674.58,0.73
1/22/2018,Legal,107,0,0,1,0.9,3.6,3.44,95146.16,0.727
1/23/2018,Legal,106,0,0,0,1.2,2,4.02,94573.33,0.681
1/24/2018,Legal,96,0,0,3,1.7,0.2,3.73,96646.11,0.743
1/25/2018,Legal,105,0,0,1,0.3,0.7,3.62,94310.09,0.794
1/26/2018,Legal,107,0,0,2,2.2,1.4,3.94,98031.66,0.756
1/27/2018,Legal,106,0,0,1,0.2,0.2,3.59,96529.27,0.652
1/28/2018,Legal,104,1,0,2,1.3,0.1,3.76,95380.65,0.704
1/29/2018,Legal,104,0,0,0,2.6,0.7,3.05,96560.84,0.621
1/30/2018,Legal,108,1,0,1,0.1,2.5,3.65,95950.3,0.771
1/31/2018,Legal,103,0,1,0,0,1,3.34,94772.82,0.711
2/1/2018,Legal,101,1,0,1,4.9,0.3,3.65,96244.37,0.689
2/2/2018,Legal,102,0,0,1,1.8,0.3,3.72,92396.52,0.806
2/3/2018,Legal,107,1,0,2,2.2,0.7,3.99,95332.91,0.73
2/4/2018,Legal,111,0,0,2,1.4,0.1,3.89,92982.22,0.74
2/5/2018,Legal,105,1,0,1,0.2,1.8,3.47,95333.79,0.773
2/6/2018,Legal,108,0,0,0,1.2,0.6,3.97,94509.23,0.671
2/7/2018,Legal,104,0,0,4,5.6,0.5,3.9,99444.49,0.75
2/8/2018,Legal,107,0,0,0,1.2,0.4,4.08,94745.01,0.721
2/9/2018,Legal,99,0,0,1,5.3,0.4,3.61,93009.86,0.727
2/10/2018,Legal,99,0,0,2,2,0.4,3.57,97783.36,0.745
2/11/2018,Legal,104,0,0,0,0.1,0.3,3.26,98899.06,0.711
2/12/2018,Legal,106,1,1,4,4.2,0.2,3.6,96523.05,0.703
2/13/2018,Legal,108,0,1,1,2.9,0.3,3.71,96812.41,0.588
2/14/2018,Legal,106,0,0,1,4.4,0.2,3.72,95150.44,0.704
2/15/2018,Legal,101,0,0,0,14.9,1,3.71,94470.02,0.707
2/16/2018,Legal,100,2,0,1,3.5,3.9,3.4,95928.08,0.664
2/17/2018,Legal,108,0,0,0,0.5,0.7,4.06,99490.14,0.69
2/18/2018,Legal,102,1,2,2,1,3.4,3.76,94140.47,0.723
2/19/2018,Legal,108,1,0,3,3,1.6,4.14,92780.08,0.627
2/20/2018,Legal,106,0,0,0,1.9,0.8,3.72,94603.75,0.666
2/21/2018,Legal,104,2,0,1,2.7,0.2,3.79,92889.36,0.702
2/22/2018,Legal,104,0,0,2,1.1,0,3.98,99609.76,0.667
2/23/2018,Legal,108,1,1,3,5.8,1.7,3.77,96952.03,0.684
2/24/2018,Legal,100,0,0,1,0.1,0.7,3.72,96029.57,0.711
2/25/2018,Legal,101,0,0,2,3.3,1.1,3.81,95461.49,0.68
2/26/2018,Legal,100,0,1,0,0.1,0.9,3.46,96230.11,0.643
2/27/2018,Legal,113,1,0,5,0.9,1.7,3.69,96157.9,0.807
2/28/2018,Legal,108,0,0,1,3.9,0.6,4.03,95058.26,0.681
3/1/2018,Legal,100,0,0,2,1.3,0.7,3.62,97776.11,0.676
3/2/2018,Legal,108,0,0,3,0.4,0.8,4.04,94839.64,0.755
3/3/2018,Legal,107,0,0,0,0.9,0.1,3.82,93282.45,0.783
3/4/2018,Legal,101,0,0,3,1.3,0.9,3.95,95428.23,0.753
3/5/2018,Legal,103,1,0,2,4.3,0.2,3.93,94055.16,0.756
3/6/2018,Legal,102,0,0,1,5.3,2.2,3.85,96552.06,0.769
3/7/2018,Legal,106,0,0,1,1,0.4,3.85,95995.05,0.713
3/8/2018,Legal,106,0,0,0,5.8,0.4,4.12,96158.56,0.785
3/9/2018,Legal,101,0,0,4,2.8,2,3.59,97213.41,0.709
3/10/2018,Legal,107,0,0,0,6.4,1.2,3.61,95263.86,0.724
3/11/2018,Legal,101,0,0,3,1.1,1.1,3.76,100356.14,0.708
3/12/2018,Legal,111,1,0,0,1.1,2.6,3.72,94534.5,0.827
3/13/2018,Legal,104,2,1,2,4.8,0.7,3.54,96740.15,0.711
3/14/2018,Legal,104,2,0,1,0.7,0.1,3.55,99444.29,0.684
3/15/2018,Legal,106,0,0,2,4.3,1.4,4.02,95409.99,0.794
3/16/2018,Legal,103,2,0,1,8.5,0.4,4.07,98070.27,0.734
3/17/2018,Legal,104,1,0,1,2.6,1.4,3.59,98603.75,0.668
3/18/2018,Legal,109,0,0,2,1.1,1.3,3.77,97072.55,0.609
3/19/2018,Legal,98,0,1,3,0.8,0.4,3.75,96026.01,0.809
3/20/2018,Legal,103,0,0,0,1.4,0.4,3.79,95230.03,0.695
3/21/2018,Legal,110,0,0,1,1.9,0.1,3.52,95321.38,0.661
3/22/2018,Legal,103,0,0,2,0.4,1.5,3.53,96330.9,0.67
3/23/2018,Legal,103,2,0,1,1.9,1.7,3.79,96619.79,0.718
3/24/2018,Legal,103,0,0,3,4.1,0.6,3.75,94258.27,0.69
3/25/2018,Legal,102,0,0,1,6.7,1.5,4,98120.27,0.615
3/26/2018,Legal,104,0,0,1,0.1,1.3,4.1,93514.78,0.688
3/27/2018,Legal,107,0,0,3,3.4,0.9,3.65,92584.84,0.636
3/28/2018,Legal,105,1,0,3,1.2,0.7,3.93,98189.95,0.76
3/29/2018,Legal,108,0,0,2,0.7,0.6,3.97,94570.65,0.77
3/30/2018,Legal,106,1,0,0,5.1,0.3,3.94,97693.41,0.672
3/31/2018,Legal,111,0,0,1,1,0.8,4.01,99231.76,0.657
4/1/2018,Legal,105,0,0,0,3.6,0.2,3.69,98773.66,0.659
4/2/2018,Legal,99,0,0,0,3,0.1,4.02,97562.51,0.708
4/3/2018,Legal,102,1,0,1,1.8,0,4.18,97144.08,0.687
4/4/2018,Legal,104,0,0,0,1.6,0.4,3.8,97168.28,0.786
4/5/2018,Legal,101,1,0,3,0.4,0.1,3.91,96512.13,0.851
4/6/2018,Legal,106,1,0,2,0.5,5.2,4.05,97211.86,0.793
4/7/2018,Legal,106,0,0,2,0.1,0.7,3.68,93255.65,0.7
4/8/2018,Legal,105,0,1,0,1.4,0.1,3.76,96816.43,0.657
4/9/2018,Legal,105,0,0,4,0.2,1.2,3.42,98207.38,0.785
4/10/2018,Legal,105,0,0,1,0.5,0.1,3.58,96934.76,0.727
4/11/2018,Legal,101,0,0,2,2.8,1,3.64,95843.35,0.763
4/12/2018,Legal,104,0,0,2,2.7,4.2,3.66,95643.6,0.677
4/13/2018,Legal,104,0,0,3,1.2,0.3,3.91,95856.76,0.706
4/14/2018,Legal,107,0,0,1,1.6,1.5,4.08,93778.79,0.707
4/15/2018,Legal,106,0,0,0,0.8,0.2,3.52,100660.99,0.674
4/16/2018,Legal,107,0,0,1,0.2,0.8,3.81,96601.95,0.789
4/17/2018,Legal,103,0,0,1,0.6,0.4,3.91,93235.18,0.681
4/18/2018,Legal,105,0,2,4,6.8,0.3,3.75,96489.64,0.688
4/19/2018,Legal,100,0,0,3,2.6,0.2,3.82,95683.56,0.689
4/20/2018,Legal,105,0,0,0,0.8,0.4,3.63,95826.62,0.675
4/21/2018,Legal,107,0,0,2,0.2,0.3,3.46,95003.59,0.781
4/22/2018,Legal,103,0,0,3,0.1,0.3,3.66,96064.21,0.75
4/23/2018,Legal,104,0,0,3,2.1,0.5,3.57,97310.17,0.72
4/24/2018,Legal,99,1,0,1,0.4,0.4,3.75,95750.95,0.663
4/25/2018,Legal,110,0,0,1,3.5,1.5,3.43,98516.84,0.687
4/26/2018,Legal,105,0,0,2,0.8,2.4,3.47,92645.74,0.77
4/27/2018,Legal,107,1,0,0,1.5,4.8,3.81,95898.27,0.751
4/28/2018,Legal,104,1,0,2,1,0.8,3.68,98295.44,0.837
4/29/2018,Legal,105,0,0,1,2,1.4,3.63,98066.78,0.684
4/30/2018,Legal,106,0,0,3,10.7,0.5,3.33,96366.01,0.708
5/1/2018,Legal,108,0,0,1,0.1,0,4.09,95053.8,0.725
5/2/2018,Legal,103,0,0,2,2.7,1.4,3.95,98025.81,0.745
5/3/2018,Legal,108,0,0,0,0.5,0.4,4.16,93478.22,0.755
5/4/2018,Legal,98,1,0,2,1.1,0.3,3.52,93068.44,0.783
5/5/2018,Legal,111,0,0,0,0.4,1.1,4,96138.38,0.771
5/6/2018,Legal,106,1,0,1,4.3,1.4,4.11,98316,0.813
5/7/2018,Legal,105,0,0,1,4.1,0.4,3.83,94876.56,0.739
5/8/2018,Legal,104,0,1,0,0,2.8,3.81,94151.5,0.75
5/9/2018,Legal,106,0,0,2,0.7,0.9,4.04,98177.63,0.612
5/10/2018,Legal,109,0,0,1,2.3,2,3.62,96201.69,0.594
5/11/2018,Legal,102,0,0,2,2.7,0.6,3.89,94892.62,0.717
5/12/2018,Legal,103,0,0,0,0.9,1.6,3.83,98575.13,0.761
5/13/2018,Legal,108,0,0,2,0.3,2,3.74,98048.51,0.725
5/14/2018,Legal,99,0,0,2,0.1,0.8,3.83,98835.24,0.666
5/15/2018,Legal,105,0,0,0,1.2,2,3.98,98688.06,0.715
5/16/2018,Legal,104,0,0,1,0.4,1.2,3.74,94789.03,0.714
5/17/2018,Legal,107,0,0,0,0.3,1,3.64,97115.45,0.74
5/18/2018,Legal,97,0,0,0,0.3,0.2,3.86,95074.29,0.752
5/19/2018,Legal,98,0,0,1,10.8,0.9,3.86,95336.75,0.721
5/20/2018,Legal,101,0,0,1,1.7,1,3.81,97662.33,0.74
5/21/2018,Legal,107,1,0,3,5.4,0.2,3.61,96729.35,0.615
5/22/2018,Legal,100,1,0,2,0.2,0.4,4.11,96865.06,0.734
5/23/2018,Legal,106,1,0,2,1.3,1.6,3.82,96600.79,0.652
5/24/2018,Legal,104,1,0,2,1,1.3,3.52,96015.82,0.651
5/25/2018,Legal,106,1,0,2,0.7,0.9,3.68,94937.81,0.767
5/26/2018,Legal,108,0,0,2,2.3,0.5,3.9,92013.17,0.698
5/27/2018,Legal,105,0,0,1,1.6,1,3.88,101284.35,0.766
5/28/2018,Legal,106,0,1,2,3,0.2,3.54,96031.29,0.708
5/29/2018,Legal,104,0,0,2,2.1,2,3.68,96230.28,0.784
5/30/2018,Legal,107,0,1,3,1.5,3.4,3.53,95281.23,0.758
5/31/2018,Legal,112,0,0,1,1.1,0.3,3.59,96256.7,0.696
6/1/2018,Legal,111,0,1,1,3.4,1.7,3.91,93861.16,0.628
6/2/2018,Legal,108,1,0,0,5.7,1.5,3.64,99919.62,0.685
6/3/2018,Legal,102,0,0,1,2.1,1.8,3.39,99487.57,0.799
6/4/2018,Legal,99,1,0,0,2.8,0.8,3.26,97469.54,0.711
6/5/2018,Legal,105,0,0,1,5,1.6,3.89,97551.17,0.65
6/6/2018,Legal,109,0,0,7,3,0.2,3.8,97759.55,0.668
6/7/2018,Legal,105,1,1,2,1.4,0.3,3.55,96305.09,0.705
6/8/2018,Legal,104,0,0,3,1.1,0.3,3.77,94499.83,0.668
6/9/2018,Legal,101,0,1,0,0.8,0.8,3.7,95649.08,0.706
6/10/2018,Legal,103,0,0,1,0,2.3,3.3,93047.8,0.779
6/11/2018,Legal,104,0,0,2,2.1,1.5,3.54,97607.05,0.772
6/12/2018,Legal,109,1,0,3,1.3,1.6,3.27,94783.38,0.71
6/13/2018,Legal,108,0,1,2,0.2,0.3,3.59,99993.09,0.753
6/14/2018,Legal,108,0,0,2,0.4,0.2,3.45,93742.49,0.677
6/15/2018,Legal,104,0,0,4,1.4,0.4,3.25,95990.62,0.816
6/16/2018,Legal,108,0,0,2,1.7,0.3,3.76,91868.37,0.703
6/17/2018,Legal,105,0,0,2,1.2,1.4,3.15,97797.59,0.761
6/18/2018,Legal,104,0,0,0,0.8,0.2,3.58,96656.08,0.843
6/19/2018,Legal,101,0,0,1,3,2.7,3.78,100957.18,0.688
6/20/2018,Legal,105,0,0,3,0.7,1.7,3.51,94333.44,0.727
6/21/2018,Legal,109,0,0,3,3.6,0.5,3.88,97029.18,0.783
6/22/2018,Legal,108,0,0,1,4.4,2.1,3.58,96335.42,0.7
6/23/2018,Legal,104,0,0,1,5.3,0.3,3.4,94062.63,0.657
6/24/2018,Legal,106,0,0,1,1.4,2,3.41,97853.9,0.769
6/25/2018,Legal,110,1,0,1,0.3,0.2,3.14,96948.34,0.806
6/26/2018,Legal,105,0,0,0,3.9,0.9,3.39,97671.78,0.764
6/27/2018,Legal,105,0,0,1,0.6,1,3.59,95312.42,0.774
6/28/2018,Legal,108,0,0,2,4.8,0.4,3.61,97156.87,0.744
6/29/2018,Legal,109,0,0,1,5.6,1.6,3.56,96933.97,0.69
6/30/2018,Legal,104,0,0,0,1.9,0.4,3.53,99782.84,0.769
7/1/2018,Legal,97,0,0,1,1.2,0.3,3.55,92516.17,0.752
7/2/2018,Legal,109,0,0,0,0.1,1.4,3.61,99714.99,0.77
7/3/2018,Legal,104,0,1,4,0.1,1.4,3.22,96120.12,0.632
7/4/2018,Legal,112,0,0,0,1.1,0.7,3.55,96714.8,0.703
7/5/2018,Legal,106,0,1,2,0.8,0.8,3.46,93651.58,0.729
7/6/2018,Legal,107,0,0,3,0.9,1,3.83,96476.64,0.686
7/7/2018,Legal,103,1,1,2,3,0.7,3.33,97963.04,0.692
7/8/2018,Legal,106,0,2,0,0.1,1.3,3.38,96831.8,0.75
7/9/2018,Legal,97,0,0,1,5.8,0,3.4,93769.47,0.707
7/10/2018,Legal,102,0,0,1,3.9,1.7,3.23,94621.52,0.717
7/11/2018,Legal,109,0,0,1,2.3,1.3,3.95,97215.43,0.716
7/12/2018,Legal,110,0,0,1,1.9,0.8,3.51,94022.02,0.703
7/13/2018,Legal,101,0,1,1,1.9,1,3.38,97685.32,0.641
7/14/2018,Legal,105,1,0,2,0.1,0.3,3.46,95495.95,0.654
7/15/2018,Legal,111,0,0,0,3.5,2.1,3.84,101106.44,0.631
7/16/2018,Legal,109,1,1,3,0.7,0.2,3.3,98034.45,0.802
7/17/2018,Legal,106,0,0,0,5.7,0.2,3.08,96464.14,0.635
7/18/2018,Legal,107,2,0,1,1.6,0.4,3.25,94765.05,0.713
7/19/2018,Legal,104,1,0,2,3.3,0.8,3.51,98830.74,0.783
7/20/2018,Legal,106,2,1,2,1.5,0.1,3.44,96898.42,0.667
7/21/2018,Legal,110,0,0,2,5.2,0.2,3.2,97487.22,0.737
